Q0WV96	AT1G01010
A0A384KW30	AT3G29010
F4J1R5	AT3G29020
Q9FYX6	AT3G29020
Q9MBG3	AT3G29020
A0A178VL11	AT3G29030
Q0WQC1	AT3G29030
Q38864	AT3G29030
F4J1R8	AT3G29033
A0A384KXG6	AT3G29034
Q9LJW3	AT3G29035
Q9LJW2	AT3G29040
Q9LJW1	AT3G29050
Q9LJW0	AT3G29060
Q9LJV9	AT3G29070
A0A178VBF3	AT3G29075
Q6NLC5	AT3G29075
F4J1S7	AT3G29080
Q9LVQ0	AT3G29090
A1A6H8	AT3G29100
Q9LVP9	AT3G29100
Q9LVP7	AT3G29110
A0A1I9LNV2	AT3G29130
F4J1T2	AT3G29130
Q9LVP5	AT3G29130
F4J1T4	AT3G29140
Q1PEK4	AT3G29140
P92958	AT3G29160
A0A384KZ78	AT3G29170
Q9LI95	AT3G29180
A0A178VC41	AT3G29185
F4J1U2	AT3G29185
F4J2Z0	AT3G29185
Q9LS76	AT3G29190
P42738	AT3G29200
Q9LS72	AT3G29230
A0A384KBC8	AT3G29240
F4J2Z7	AT3G29250
Q9LS68	AT3G29255
F4J300	AT3G29260
Q84JZ7	AT3G29270
Q9LHJ7	AT3G29270
A0A1I9LQG9	AT3G29280
A0A384KJR3	AT3G29280
Q9LHJ6	AT3G29280
Q84J46	AT3G29290
Q1PEK3	AT3G29300
Q9LHJ4	AT3G29300
F4J306	AT3G29305
Q9LIB3	AT3G29310
Q9LIB2	AT3G29320
A0A178VII5	AT3G29330
A0A178VKG4	AT3G29330
Q6E238	AT3G29330
Q6E239	AT3G29330
Q9LIB1	AT3G29330
F4J311	AT3G29340
Q9LIB0	AT3G29340
Q9ZNV8	AT3G29350
Q9LIA8	AT3G29360
A0A384L5D0	AT3G29370
A0A1I9LPQ7	AT3G29375
F4J318	AT3G29375
Q9LIA7	AT3G29375
Q9LIA6	AT3G29380
F4J320	AT3G29385
A0A178VHE2	AT3G29390
A0A178VIZ1	AT3G29390
A0A1I9LNA6	AT3G29390
Q9LIA3	AT3G29390
Q9LIA4	AT3G29390
Q9LIA2	AT3G29400
A0A1I9LLD7	AT3G29410
Q9LIA1	AT3G29410
Q9LIA0	AT3G29430
F4J326	AT3G29450
F4J327	AT3G29560
F4J328	AT3G29570
Q9LH19	AT3G29570
Q94F39	AT3G29575
Q9LJB5	AT3G29580
Q9LJB4	AT3G29590
A0A1I9LQX5	AT3G29630
Q9LJA6	AT3G29630
A0A1I9LQX6	AT3G29631
Q9LJA2	AT3G29635
A0A178VJ51	AT3G29636
F4J479	AT3G29636
A0A1I9LQY5	AT3G29637
A0A1I9LQY6	AT3G29637
F4J480	AT3G29638
A0A1I9LQX4	AT3G29639
A8MS19	AT3G29639
A0A1I9LTS9	AT3G29645
Q9LRQ8	AT3G29670
Q9LRQ7	AT3G29680
Q9LRQ6	AT3G29690
F4J485	AT3G29720
Q9LRQ3	AT3G29720
Q9LRQ1	AT3G29740
F4J487	AT3G29750
Q1PEK2	AT3G29750
A0A1I9LMH9	AT3G29760
A0A1I9LMI0	AT3G29760
F4J488	AT3G29760
Q9LRQ0	AT3G29760
Q3EAW7	AT3G29763
Q3E6V3	AT3G29765
A0A1I9LRC7	AT3G29770
Q9FW03	AT3G29770
Q9LH43	AT3G29780
Q3E7T9	AT3G29785
Q9FW06	AT3G29790
Q9LJ53	AT3G29790
Q9LJ52	AT3G29791
A0A1I9LT82	AT3G29794
Q9LJ51	AT3G29796
A8MRH6	AT3G29797
Q9FWK2	AT3G29800
Q9LJ50	AT3G29800
Q8L8Q7	AT3G29810
Q9LJ48	AT3G29830
A0A1I9LRM7	AT3G29970
Q9LJ47	AT3G29970
F4J5F2	AT3G30160
A0A1I9LRT2	AT3G30165
Q940V4	AT3G30180
F4J5F4	AT3G30200
Q9LRU5	AT3G30210
F4J5F6	AT3G30220
B3H528	AT3G30222
F4J5F8	AT3G30230
F4J5F9	AT3G30235
Q9LRU1	AT3G30247
Q7X9H6	AT3G30260
Q9LI71	AT3G30280
F4J5G3	AT3G30290
Q9LI69	AT3G30290
Q8GZ81	AT3G30300
A0A1I9LNH0	AT3G30305
A0A1I9LNH1	AT3G30305
A0A1I9LNH2	AT3G30305
F4J5G5	AT3G30320
A0A1I9LMY6	AT3G30340
Q9LI65	AT3G30340
F4J5G8	AT3G30350
Q9LI64	AT3G30350
Q9LI63	AT3G30370
A0A178VGZ5	AT3G30380
A0A384KKX4	AT3G30380
Q9LI62	AT3G30380
A8MQI1	AT3G30383
A8MQ82	AT3G30385
A8MQ82	AT3G30387
Q9LI61	AT3G30390
Q058G7	AT3G30430
A0A1I9LPW5	AT3G30460
Q9LJV5	AT3G30460
F4J6N4	AT3G30520
Q9LW47	AT3G30520
A0A1I9LPP6	AT3G30525
A0A384LDW0	AT3G30530
Q9LW44	AT3G30540
A0A384KCL8	AT3G30580
F4J6N7	AT3G30580
Q9LJ82	AT3G30714
A0A1I9LPF7	AT3G30720
Q3E7K4	AT3G30720
Q3EAV6	AT3G30725
F4J6P1	AT3G30730
Q9LH38	AT3G30730
A0A1I9LT28	AT3G30739
F4J7U9	AT3G30770
P92983	AT3G30775
F4J7V2	AT3G30805
F4J7V3	AT3G30820
Q5BPP7	AT3G30820
A0A1I9LRC4	AT3G30823
F4J7V4	AT3G30840
A0A384LE61	AT3G30841
Q7PC85	AT3G30842
F4J7V7	AT3G30845
Q9LHK7	AT3G30845
Q9LHK4	AT3G30875
F4J917	AT3G31350
F4J920	AT3G31402
F4J921	AT3G31402
F4J922	AT3G31430
Q9LH15	AT3G31430
A0A1I9LQI3	AT3G31550
A0A1I9LL68	AT3G31560
F4J923	AT3G31900
F4J924	AT3G31910
A0A1I9LMB0	AT3G31925
F4J925	AT3G31950
Q9LIJ4	AT3G31960
Q9LH31	AT3G32030
Q9LHR4	AT3G32040
F4JA71	AT3G32047
Q9LHR3	AT3G32047
F4JA72	AT3G32050
F4JA74	AT3G32090
F4JA77	AT3G32130
F4JA78	AT3G32150
F4JA79	AT3G32160
F4JA80	AT3G32180
Q9LHP9	AT3G32180
F4JA81	AT3G32190
Q3EAT4	AT3G32200
F4JA83	AT3G32260
F4JA84	AT3G32280
F4JA85	AT3G32330
A0A1I9LT45	AT3G32380
Q9LH02	AT3G32400
Q3E727	AT3G32410
A0A1I9LNK8	AT3G32420
F4JBG0	AT3G32896
F4JBG1	AT3G32904
A0A1I9LTM2	AT3G32920
A0A1I9LTM3	AT3G32920
F4JBG2	AT3G32920
Q3EAS6	AT3G32920
Q9LHC4	AT3G32930
Q0WVW4	AT3G32940
F4JBG6	AT3G32960
Q9LHC2	AT3G32960
Q9LHB9	AT3G32980
Q2V3R5	AT3G33187
F4JCM1	AT3G33293
F4JCM2	AT3G33393
F4JCM3	AT3G33494
Q8LGE3	AT3G33520
Q1G3P2	AT3G33528
A0A1I9LQ09	AT3G33530
A0A1I9LQ10	AT3G33530
F4JCM5	AT3G33530
F4JCM6	AT3G33530
F4JCM7	AT3G33530
F4JC28	AT3G36659
Q9C838	AT3G36659
F4JDS7	AT3G41762
A0A178V9F7	AT3G42050
Q9LX65	AT3G42050
Q9LX64	AT3G42060
A0A1I9LN07	AT3G42075
A0A1I9LN08	AT3G42075
Q9LX57	AT3G42130
Q9M2N8	AT3G42140
A0A384LCP0	AT3G42150
A0A1I9LLR3	AT3G42153
F4JDT6	AT3G42155
Q9M2N6	AT3G42160
A0A1I9LLZ3	AT3G42170
Q9M2N5	AT3G42170
A0A1I9LNV7	AT3G42180
A0A1I9LNV8	AT3G42180
A8MQY3	AT3G42180
Q3EAR7	AT3G42180
Q9M3G5	AT3G42310
Q9M3F7	AT3G42390
P82762	AT3G42473
F4JF07	AT3G42550
Q1PEJ9	AT3G42550
Q9M2A8	AT3G42560
A8MS80	AT3G42565
F4JF10	AT3G42570
Q3EAR4	AT3G42628
Q9M2A1	AT3G42630
Q9M2A0	AT3G42640
F4JF14	AT3G42660
A0A1I9LTS2	AT3G42670
Q9M297	AT3G42670
Q3EAR3	AT3G42722
F4IWM0	AT3G42723
Q949S3	AT3G42725
Q9M190	AT3G42770
Q9M189	AT3G42780
Q3E7G4	AT3G42786
Q9M2B4	AT3G42790
Q9M2B3	AT3G42800
Q9M2B0	AT3G42830
A0A1I9LRU1	AT3G42850
Q9M1M0	AT3G42850
Q9M1L9	AT3G42860
Q9M1L8	AT3G42870
Q9M1L7	AT3G42880
Q9M1L1	AT3G42940
A0A384KX16	AT3G42950
Q9M1K9	AT3G42960
Q9M1K6	AT3G42990
A0A1I9LQW5	AT3G42995
P82748	AT3G43083
Q9M250	AT3G43110
Q9M249	AT3G43120
F4IXU3	AT3G43148
Q9FY45	AT3G43150
F4IXU5	AT3G43153
Q9LXL8	AT3G43160
Q9LXL7	AT3G43170
Q9LXL6	AT3G43180
Q9LXL5	AT3G43190
Q8LNZ2	AT3G43210
A0A1I9LQ31	AT3G43220
F4IXV2	AT3G43220
Q7XZU2	AT3G43220
Q6NQ79	AT3G43240
Q9LXK9	AT3G43250
Q9LXK8	AT3G43260
Q9LXK7	AT3G43270
Q9LXK6	AT3G43280
Q9LXK5	AT3G43290
B3H5P4	AT3G43291
F4IXW2	AT3G43300
Q9M185	AT3G43340
Q9M179	AT3G43400
Q9M178	AT3G43410
A0A1I9LQ80	AT3G43415
F4IZ43	AT3G43420
Q1G3A0	AT3G43432
F4IZ48	AT3G43440
Q9M246	AT3G43440
Q9M243	AT3G43470
Q9M242	AT3G43480
Q9M241	AT3G43490
Q9M240	AT3G43500
A0A1I9LMZ8	AT3G43503
P82745	AT3G43505
Q94A32	AT3G43520
Q9M237	AT3G43530
F4IZ56	AT3G43540
Q9M236	AT3G43540
Q3EAQ9	AT3G43550
Q9FYD3	AT3G43570
B3H6I8	AT3G43572
F4IZ60	AT3G43574
Q9FYD2	AT3G43580
Q3EAQ8	AT3G43583
Q9FYD1	AT3G43590
Q7G192	AT3G43600
A0A1I9LLJ3	AT3G43610
A0A1I9LLJ4	AT3G43610
F4IZ65	AT3G43610
Q9M2C3	AT3G43630
Q9M2C0	AT3G43660
Q9M2B9	AT3G43670
F4J0G0	AT3G43682
A0A1I9LS59	AT3G43700
A0A1I9LS60	AT3G43700
A1L4W5	AT3G43700
Q9M2B5	AT3G43710
Q9LZH5	AT3G43720
Q6NQP4	AT3G43740
Q9LZH2	AT3G43750
A0A1I9LP99	AT3G43790
Q3EAQ5	AT3G43790
Q9LZG7	AT3G43800
A0A1I9LPJ1	AT3G43810
A0A1I9LPJ2	AT3G43810
P59220	AT3G43810
F4J0H5	AT3G43833
A0A1I9LN10	AT3G43837
Q9LZG4	AT3G43840
A0A1I9LQ12	AT3G43850
Q9LZG3	AT3G43850
Q8VYG3	AT3G43860
Q9LXX2	AT3G43870
Q9LXX1	AT3G43880
Q9LXX0	AT3G43890
Q9LXW8	AT3G43910
A0A1I9LMD2	AT3G43920
A0A1I9LMD3	AT3G43920
A0A1I9LMD4	AT3G43920
F4J0I5	AT3G43920
Q9LXW7	AT3G43920
A0A1I9LR89	AT3G43930
Q6DSR1	AT3G43930
Q6DSR2	AT3G43930
Q6DSR3	AT3G43930
Q9LXW3	AT3G43960
Q9LXW2	AT3G43970
Q680P8	AT3G43980
A0A178VIQ1	AT3G44010
Q680P8	AT3G44010
Q9LXV9	AT3G44020
F4J1U4	AT3G44050
Q9LXQ6	AT3G44060
A0A1I9LSG0	AT3G44070
Q9LXQ5	AT3G44070
Q9LXQ4	AT3G44080
Q9LXQ3	AT3G44090
F4J1V2	AT3G44110
Q56ZJ7	AT3G44110
Q94AW8	AT3G44110
Q3EAQ3	AT3G44115
Q9LXQ1	AT3G44120
Q9LXQ0	AT3G44130
Q9LXP9	AT3G44140
Q8VZ18	AT3G44150
Q5PP51	AT3G44160
Q9LXP6	AT3G44170
Q9LXP5	AT3G44180
A0A1I9LQ33	AT3G44190
Q9LXP4	AT3G44190
Q0WPH8	AT3G44200
Q9LXP2	AT3G44210
Q9LXM6	AT3G44220
F4J1W7	AT3G44235
Q9LXM4	AT3G44240
Q9LXM3	AT3G44250
Q9LXM2	AT3G44260
A0A1I9LLD9	AT3G44280
Q9LXM0	AT3G44280
A0A178VJI0	AT3G44290
A0A1I9LQ81	AT3G44290
Q9LXL9	AT3G44290
P32962	AT3G44300
C0Z2F4	AT3G44310
P32961	AT3G44310
Q8LFU8	AT3G44310
P46010	AT3G44320
Q2V3R1	AT3G44326
Q8GUI0	AT3G44330
Q9M292	AT3G44330
F4J1Y2	AT3G44340
Q9M291	AT3G44340
A0A2H1ZEJ4	AT3G44350
B3H506	AT3G44350
Q9M290	AT3G44350
A0A178VER5	AT3G44370
A0A1I9LM69	AT3G44370
Q0WUC5	AT3G44370
Q9M287	AT3G44380
Q9M285	AT3G44400
A0A1I9LPM3	AT3G44405
A0A1I9LPM5	AT3G44405
A8MQM1	AT3G44428
Q9M282	AT3G44430
A0A1I9LTK0	AT3G44435
Q9M281	AT3G44440
Q9M280	AT3G44450
Q8RYD6	AT3G44460
A0A1I9LP82	AT3G44480
A0A1I9LP83	AT3G44480
F4J339	AT3G44480
A0A1I9LQM1	AT3G44485
Q9LXN8	AT3G44490
A0A178VG38	AT3G44510
A0A178VI49	AT3G44510
A0A1I9LND2	AT3G44510
Q67Z75	AT3G44510
Q9LXN5	AT3G44510
Q9LXN6	AT3G44510
A0A1I9LN40	AT3G44530
A0A1I9LN41	AT3G44530
Q9LXN4	AT3G44530
A0A1I9LRL6	AT3G44540
C0Z2N9	AT3G44540
Q9LXN3	AT3G44540
A0A1I9LMU0	AT3G44550
Q0WRB0	AT3G44550
A0A1I9LMU1	AT3G44555
A0A1I9LRC0	AT3G44560
A0A1I9LRC1	AT3G44560
Q1PEI6	AT3G44560
F4J349	AT3G44570
Q9LXN0	AT3G44570
Q9LXM9	AT3G44580
Q9LXM8	AT3G44590
Q8W4D0	AT3G44600
A0A178VCL4	AT3G44610
Q0V7S5	AT3G44610
F4J355	AT3G44620
Q67YE7	AT3G44620
Q9M1P2	AT3G44620
F4J359	AT3G44630
Q9M1P1	AT3G44630
A0A1I9LST5	AT3G44635
Q9M1N8	AT3G44660
A0A1I9LQL8	AT3G44665
F4J361	AT3G44670
Q9M1N7	AT3G44670
Q8H0W2	AT3G44680
A0A1I9LT06	AT3G44690
F4J364	AT3G44690
A0A1I9LT05	AT3G44695
A0A1I9LNI2	AT3G44700
Q5XVB2	AT3G44700
A0A1I9LNI3	AT3G44703
A0A1I9LNI5	AT3G44703
A0A384KKY0	AT3G44703
B3H748	AT3G44704
Q9M1N3	AT3G44710
F4J368	AT3G44713
F4J369	AT3G44716
Q1PEI4	AT3G44716
Q3EAQ0	AT3G44716
O22241	AT3G44720
A0A1I9LSV1	AT3G44730
Q8W1Y3	AT3G44730
Q8LA14	AT3G44735
A0A1I9LP49	AT3G44740
F4J376	AT3G44740
F4J378	AT3G44750
Q9FVE6	AT3G44750
A0A1I9LT34	AT3G44753
A0A1I9LT35	AT3G44753
F4J379	AT3G44755
O22237	AT3G44760
A0A1I9LPG1	AT3G44766
F4J494	AT3G44770
Q5BPP4	AT3G44770
F4J496	AT3G44780
Q3EAP8	AT3G44785
F4J4A0	AT3G44790
F4J4A1	AT3G44800
F4J4A2	AT3G44805
O22232	AT3G44810
Q9FYC8	AT3G44820
Q9FYC7	AT3G44830
Q9FYC6	AT3G44840
A0A178VD81	AT3G44850
Q9FYC5	AT3G44850
Q9FYC4	AT3G44860
Q9FYC3	AT3G44870
Q9FYC2	AT3G44880
P25864	AT3G44890
Q9FYC1	AT3G44900
Q9FYC0	AT3G44910
Q9FYB9	AT3G44920
Q58P69	AT3G44930
Q3EAP6	AT3G44935
Q84JJ0	AT3G44940
Q9LXI1	AT3G44940
Q9LXI0	AT3G44950
A0A1I9LT08	AT3G44960
A0A1I9LT09	AT3G44960
A0A1I9LT10	AT3G44960
A0A1I9LT11	AT3G44960
F4J4B9	AT3G44960
A0A178V8F7	AT3G44970
A0A1I9LPB6	AT3G44970
F4J4C0	AT3G44970
Q9LXH7	AT3G44980
P93046	AT3G44990
F4J4C4	AT3G45000
Q9LXH5	AT3G45000
Q56WF8	AT3G45010
P49200	AT3G45030
A0A1I9LMJ1	AT3G45040
A0A1I9LMJ2	AT3G45040
F4J4C8	AT3G45040
B9DG54	AT3G45050
Q8GWW5	AT3G45050
Q9LXH0	AT3G45060
A0A1I9LRV5	AT3G45070
A0A1I9LRV6	AT3G45070
Q9M1V2	AT3G45070
Q9M1V1	AT3G45080
F4J4D7	AT3G45090
Q93ZS1	AT3G45090
Q2V3Q8	AT3G45093
Q94BX4	AT3G45100
Q9M1U8	AT3G45110
A0A1I9LTE4	AT3G45130
Q1G1A4	AT3G45130
A0A1I9LPH1	AT3G45140
P38418	AT3G45140
Q9M1U4	AT3G45150
A0A384KHU9	AT3G45160
Q9M1U2	AT3G45170
Q9M1U1	AT3G45180
A0A1I9LLZ2	AT3G45190
F4J5I0	AT3G45190
Q9M1T9	AT3G45200
Q9M1T8	AT3G45210
Q9M1T7	AT3G45220
Q9M1T6	AT3G45230
F4J5I5	AT3G45240
Q93V58	AT3G45240
A8MSE2	AT3G45243
A8MQR5	AT3G45245
A8MR22	AT3G45248
Q944L3	AT3G45260
A0A1I9LQN3	AT3G45280
Q94KK6	AT3G45280
A8MRF6	AT3G45285
Q94KB9	AT3G45290
Q9SWG0	AT3G45300
F4J5J9	AT3G45310
Q8RWQ9	AT3G45310
Q9M3E6	AT3G45320
Q9M3E5	AT3G45330
Q7FK82	AT3G45390
Q9M3D8	AT3G45410
Q9M3D7	AT3G45420
Q9M1G4	AT3G45430
A0A1I9LTM6	AT3G45440
Q9M1G3	AT3G45440
Q93WA2	AT3G45443
Q9M1G2	AT3G45450
Q1PEI1	AT3G45460
Q9M1G0	AT3G45470
F4J5L3	AT3G45480
Q9M1F8	AT3G45490
Q9M1F7	AT3G45500
Q9M1F6	AT3G45510
F4J5L7	AT3G45525
Q9M1F4	AT3G45530
A0A1I9LMP3	AT3G45540
Q9M1F3	AT3G45540
Q4PS42	AT3G45555
Q9M1F1	AT3G45560
Q9M1F0	AT3G45570
Q2V3Q6	AT3G45577
Q9M1E9	AT3G45580
Q9M1E8	AT3G45590
A0A1I9LNY5	AT3G45600
Q9M1E7	AT3G45600
Q9M1E6	AT3G45610
F4J6P6	AT3G45620
Q9M1E4	AT3G45630
Q39023	AT3G45640
A0A1I9LNE1	AT3G45645
A0A1I9LSG9	AT3G45650
Q9M1E2	AT3G45650
A0A1I9LN67	AT3G45660
Q9M1E1	AT3G45660
Q9M175	AT3G45680
Q9M174	AT3G45690
Q9M173	AT3G45700
Q9M172	AT3G45710
Q9M171	AT3G45720
A0A1I9LLU8	AT3G45740
Q9M169	AT3G45740
A0A1I9LQN7	AT3G45750
A0A1I9LQN9	AT3G45750
F4J6R2	AT3G45750
Q7Y216	AT3G45750
F4J6R3	AT3G45760
F4J6R4	AT3G45760
F4J6R6	AT3G45770
Q8LCU7	AT3G45770
O48963	AT3G45780
Q9M165	AT3G45790
F4J6S0	AT3G45800
Q9LZU9	AT3G45810
Q9LZU8	AT3G45820
F4J6S4	AT3G45840
Q9LZU5	AT3G45850
B3H656	AT3G45851
Q9LZU4	AT3G45860
A0A1I9LS23	AT3G45870
A0A1I9LS24	AT3G45870
A0A1I9LS25	AT3G45870
A0A1I9LS26	AT3G45870
A0A1I9LS27	AT3G45870
A0A1I9LS29	AT3G45870
A0A2H1ZEI7	AT3G45870
Q5PP32	AT3G45870
A0A1I9LMI3	AT3G45880
Q0WVR4	AT3G45880
Q9LZU2	AT3G45880
Q7X6P3	AT3G45890
P59259	AT3G45930
A0A178VLI4	AT3G45940
F4J6T7	AT3G45940
Q9LZT6	AT3G45950
Q9LZT5	AT3G45960
A0A178VN63	AT3G45970
A0A1I9LT21	AT3G45970
Q9LZT4	AT3G45970
O23629	AT3G45980
Q9LZT3	AT3G45990
C0Z352	AT3G46000
Q39251	AT3G46000
Q39250	AT3G46010
Q9LZT0	AT3G46030
Q9LX88	AT3G46040
Q9LX87	AT3G46050
P28186	AT3G46060
Q9LX85	AT3G46080
B3H5S1	AT3G46086
Q42453	AT3G46090
O82413	AT3G46100
A0A1I9LLA9	AT3G46110
F4J7X6	AT3G46110
Q9LX83	AT3G46120
A0A178V991	AT3G46130
A0A178VBN9	AT3G46130
A0A2H1ZEJ2	AT3G46130
F4J7Y0	AT3G46130
Q9LX82	AT3G46130
Q9LX80	AT3G46150
Q9LX79	AT3G46160
Q9LX78	AT3G46170
A0A1I9LP14	AT3G46180
Q6NM25	AT3G46180
A0A1I9LN71	AT3G46190
A0A1I9LR56	AT3G46200
A0A1I9LR57	AT3G46200
A0A1I9LR58	AT3G46200
A0A1I9LR59	AT3G46200
A0A1I9LR60	AT3G46200
Q8VYR2	AT3G46200
Q9LX74	AT3G46210
A0A1I9LTL2	AT3G46220
F4J7Z6	AT3G46220
F4J7Z8	AT3G46220
Q9LX73	AT3G46220
P19036	AT3G46230
F4J800	AT3G46240
Q9LX71	AT3G46240
F4J801	AT3G46260
A0A1I9LLS2	AT3G46270
Q67ZF1	AT3G46270
Q9LX68	AT3G46270
Q8GYH9	AT3G46280
Q8L7F8	AT3G46280
Q9LX67	AT3G46280
Q9LX66	AT3G46290
Q9SNA5	AT3G46310
P59259	AT3G46320
A0A1I9LN97	AT3G46330
C0LGP2	AT3G46330
Q9SNA3	AT3G46340
A0A1I9LTT1	AT3G46355
Q9SNA0	AT3G46370
Q9SN99	AT3G46380
Q9SN98	AT3G46390
F4J927	AT3G46400
Q7FK55	AT3G46410
A0A384KW84	AT3G46430
Q9SN95	AT3G46440
F4J934	AT3G46450
A0A1I9LLI9	AT3G46460
Q42541	AT3G46460
Q9SN93	AT3G46470
F4J937	AT3G46480
A0A1I9LPN5	AT3G46490
F4J938	AT3G46490
Q9SNC8	AT3G46490
A0A1I9LPT7	AT3G46500
A0A1I9LPT8	AT3G46500
A0A1I9LPT9	AT3G46500
A0A1I9LPU0	AT3G46500
A0A1I9LPU1	AT3G46500
A0A1I9LPU2	AT3G46500
A0A1I9LPU3	AT3G46500
F4J939	AT3G46500
Q9SNC6	AT3G46510
P53497	AT3G46520
Q9M667	AT3G46530
A0A1I9LT14	AT3G46540
A0A1I9LT15	AT3G46540
A0A384KSF8	AT3G46540
Q9SNC3	AT3G46550
A0A178VB86	AT3G46560
Q9XGX9	AT3G46560
A0A1I9LRJ5	AT3G46565
Q9SNC1	AT3G46570
Q9SNC0	AT3G46580
A0A178VIH1	AT3G46590
A0A1I9LN24	AT3G46590
A0A1I9LN25	AT3G46590
Q9SNB9	AT3G46590
A8MS63	AT3G46600
Q3EAP0	AT3G46600
Q9SNB8	AT3G46600
Q9SNB7	AT3G46610
A0A1I9LS20	AT3G46616
A0A1I9LS19	AT3G46617
Q9SNB6	AT3G46620
Q9SNB5	AT3G46630
F4J959	AT3G46640
Q9SNB4	AT3G46640
Q94AB5	AT3G46660
Q1G398	AT3G46666
Q9SNB1	AT3G46670
Q9SNB0	AT3G46680
Q9STE3	AT3G46690
Q494Q1	AT3G46700
Q9STE5	AT3G46710
Q9STE6	AT3G46720
Q9STE7	AT3G46730
A0A1I9LQA8	AT3G46735
A0A1I9LQA9	AT3G46735
Q9STE8	AT3G46740
Q5XVB0	AT3G46750
Q9STF0	AT3G46760
Q9STF1	AT3G46770
Q9STF2	AT3G46780
Q9STF3	AT3G46790
Q9STF4	AT3G46800
Q9STF5	AT3G46810
P48485	AT3G46820
Q8LBH8	AT3G46820
Q96283	AT3G46830
F4JA91	AT3G46840
A0A1I9LP67	AT3G46845
Q9STF7	AT3G46850
Q9STF8	AT3G46860
A0A1I9LSM9	AT3G46870
Q9STF9	AT3G46870
A0A178VAD6	AT3G46880
Q9STG0	AT3G46880
Q9STG1	AT3G46890
Q9STG2	AT3G46900
Q9STG3	AT3G46910
A0A1I9LN82	AT3G46920
F4JAA1	AT3G46920
A0A1I9LS70	AT3G46930
A0A1I9LS71	AT3G46930
A0A1I9LS72	AT3G46930
A0A1I9LS73	AT3G46930
A0A1I9LS74	AT3G46930
F4JAA2	AT3G46930
A0A1I9LM85	AT3G46940
Q9STG6	AT3G46940
Q9STG7	AT3G46950
A0A1I9LMJ9	AT3G46960
A0A1I9LMK0	AT3G46960
F4JAA5	AT3G46960
Q9SD76	AT3G46970
A0A1I9LP03	AT3G46980
A0A1I9LP04	AT3G46980
A0A1I9LP06	AT3G46980
A0A1I9LP07	AT3G46980
Q66GI9	AT3G46980
Q9SD74	AT3G46990
A0A1I9LR68	AT3G47000
A0A1I9LR69	AT3G47000
Q9SD73	AT3G47000
A0A1I9LMA1	AT3G47010
A0A1I9LMA2	AT3G47010
F4JAB3	AT3G47010
Q501D0	AT3G47010
Q9SD72	AT3G47010
Q9SD71	AT3G47020
Q9SD70	AT3G47030
A0A1I9LQK9	AT3G47040
A0A1I9LQL0	AT3G47040
F4JAB7	AT3G47040
Q9SD69	AT3G47040
F4JAB9	AT3G47050
Q9SD68	AT3G47050
Q9SD67	AT3G47060
Q9SD64	AT3G47090
F4JAC4	AT3G47100
Q9SD63	AT3G47100
Q9SD62	AT3G47110
A0A1I9LT63	AT3G47120
Q9SD61	AT3G47120
Q9SD60	AT3G47130
Q9SD59	AT3G47140
Q9SD58	AT3G47150
A0A1I9LTP6	AT3G47160
F4JAD0	AT3G47160
Q9SD57	AT3G47160
F4JAD2	AT3G47170
Q9SD55	AT3G47180
F4JAD4	AT3G47190
Q9SD53	AT3G47200
Q9SD52	AT3G47210
Q6NMA7	AT3G47220
Q9SD48	AT3G47250
A0A1I9LSP9	AT3G47290
Q9STZ3	AT3G47290
Q8LE92	AT3G47295
Q9STZ2	AT3G47300
A0A1I9LPY0	AT3G47340
F4JBH5	AT3G47340
F4JBH6	AT3G47340
P49078	AT3G47340
B3H681	AT3G47341
A0A178V6K1	AT3G47350
A0A1I9LTL0	AT3G47350
F4JBH8	AT3G47350
Q9STY8	AT3G47350
Q9STY7	AT3G47360
Q9STY6	AT3G47370
Q9STY5	AT3G47380
F4JBI5	AT3G47390
Q9STY4	AT3G47390
Q9STY3	AT3G47400
A0A384LFM9	AT3G47410
Q9C5L3	AT3G47420
Q9STY0	AT3G47430
Q9STX9	AT3G47440
Q66GP9	AT3G47450
A0A1I9LLC4	AT3G47460
Q9SN90	AT3G47460
P27521	AT3G47470
Q9FPI3	AT3G47470
Q9SN89	AT3G47480
A0A1I9LRA7	AT3G47490
A0A1I9LRA9	AT3G47490
A0A1I9LRB0	AT3G47490
F4JBJ9	AT3G47490
Q3EAN6	AT3G47490
Q9SN88	AT3G47490
Q8LFV3	AT3G47500
Q9SN86	AT3G47520
Q9SN85	AT3G47530
F4JBK4	AT3G47540
Q8GWP2	AT3G47540
Q9SN84	AT3G47540
A0A384LEY8	AT3G47550
A1A6K5	AT3G47550
F4JBK9	AT3G47550
A0A1I9LMK8	AT3G47560
A0A1I9LMK9	AT3G47560
A0A1I9LML0	AT3G47560
F4JBL2	AT3G47560
C0LGP4	AT3G47570
A0A1I9LST7	AT3G47590
A0A1I9LLV4	AT3G47600
Q9SN78	AT3G47600
Q9SN77	AT3G47610
Q93Z00	AT3G47620
A0A1I9LR92	AT3G47630
A0A1I9LR93	AT3G47630
F4JBM0	AT3G47630
Q9SN74	AT3G47640
Q9SN73	AT3G47650
A0A1I9LLL3	AT3G47660
A0A1I9LLL4	AT3G47660
A0A1I9LLL5	AT3G47660
A0A1I9LLL7	AT3G47660
F4JCN3	AT3G47660
F4JCN4	AT3G47670
Q7XJ60	AT3G47690
Q9STU3	AT3G47700
F4JCN9	AT3G47710
Q9STU1	AT3G47720
Q84K47	AT3G47730
Q1PEH6	AT3G47740
Q9STT8	AT3G47750
